Brör	brOder	brOder	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brör	brOder	brOder	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
brodern	brOdern	brOdern?	VERB.Inf	1.0	dict/danneil.json
brodern	brOdern	brOdern?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brôk	brOk	brOk	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brôk	brOk	brOk	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brôk	brOk	brOk	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brôr	brOr	brOr	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brôr	brOr	brOr	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brôr	brOr	brOr	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brôtkaorn	brOtkårn	brOt+kårn	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Brôtkaorn	brOtkårn	brOt+kårn	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Brôtkaorn	brOtkårn	brOt+kårn	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Brôt	brOt	brOt	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Brôt	brOt	brOt	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Brôt	brOt	brOt	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Brusch	brUS	brUS	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brusch	brUS	brUS	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brusch	brUS	brUS	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brüsch	brUS	brUS?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brüsch	brUS	brUS?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brüsch	brUS	brUS?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
brûd'n	brUden	brUden?	VERB.Inf	1.0	dict/danneil.json
brûd'n	brUden	brUden?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brukjan.	brUken	brUken	VERB.Inf	1.0	dict/danneil.json
brûk'n	brUken	brUken	VERB.Inf	1.0	dict/danneil.json
brûken	brUken	brUken	VERB.Inf	1.0	dict/danneil.json
brük'n	brUken	brUken	VERB.Inf	1.0	dict/danneil.json
brukjan.	brUken	brUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brûk'n	brUken	brUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brûken	brUken	brUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brük'n	brUken	brUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Acc	1.0	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Acc	1.0	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Dat	1.0	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Dat	1.0	dict/danneil.json
Brunsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Nom	1.0	dict/danneil.json
Brünsilk'n	brUnsIlken	brUn+sIlken?	NOUN.Sg.Nom	1.0	dict/danneil.json
brûn	brUn	brUn	VERB.Inf	1.0	dict/danneil.json
brün	brUn	brUn	VERB.Inf	1.0	dict/danneil.json
brûn	brUn	brUn	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brün	brUn	brUn	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brus	brUs	brUs	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brüs	brUs	brUs	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brus	brUs	brUs	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brüs	brUs	brUs	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brus	brUs	brUs	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brüs	brUs	brUs	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
brûs'n	brUsen	brUsen	VERB.Inf	1.0	dict/danneil.json
brûs'n	brUsen	brUsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Bruthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Bruthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Bruthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brüthaomelmann	brUthåmelman	brUt+håmel+man	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Bruthaon	brUthån	brUt+hån	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüthaon	brUthån	brUt+hån	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüthaon.	brUthån	brUt+hån	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Bruthaon	brUthån	brUt+hån	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüthaon	brUthån	brUt+hån	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüthaon.	brUthån	brUt+hån	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Bruthaon	brUthån	brUt+hån	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brüthaon	brUthån	brUt+hån	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brüthaon.	brUthån	brUt+hån	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
bruch'n	brUxen	brUxen?	VERB.Inf	1.0	dict/danneil.json
bruch'n	brUxen	brUxen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Bracksnüt	brakSnUt	brak+SnUt	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Bracksnüt	brakSnUt	brak+SnUt	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Bracksnüt	brakSnUt	brak+SnUt	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Bracknâs	braknÄs	brak+nÄs	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Bracknäs'	braknÄs	brak+nÄs	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Bracknâs	braknÄs	brak+nÄs	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Bracknäs'	braknÄs	brak+nÄs	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Bracknâs	braknÄs	brak+nÄs	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Bracknäs'	braknÄs	brak+nÄs	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
bramsen	bramsen	bramsen	VERB.Inf	1.0	dict/danneil.json
bramsen	bramsen	bramsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brandbôm	brandbOm	brand+bOm	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brandbôm	brandbOm	brand+bOm	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brandbôm	brandbOm	brand+bOm	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brannwin	brandwIn	brand+wIn	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brannwin	brandwIn	brand+wIn	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brannwin	brandwIn	brand+wIn	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
branstig	branstig	branstig	ADJ.Pos.Pred	1.0	dict/danneil.json
branstig	branstig	branstig	ADV	0.78125	dict/danneil.json
Brassen	brasen	brasen	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Brassen	brasen	brasen	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Brassen	brasen	brasen	NOUN.Pl.Nom	1.0	dict/danneil.json
Bredulj	bredulj	bredulj	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Bredulj	bredulj	bredulj	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Bredulj	bredulj	bredulj	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brennwin	brenwIn	bren+wIn	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brennwin	brenwIn	bren+wIn	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brennwin	brenwIn	bren+wIn	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
brenn'	brenen	brenen	VERB.Inf	1.0	dict/danneil.json
brenn'	brenen	brenen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brennrig	brenrig	brenrig	ADJ.Pos.Pred	1.0	dict/danneil.json
brennrig	brenrig	brenrig	ADV	0.78125	dict/danneil.json
bretaol	bretål	bretål	ADJ.Pos.Pred	1.0	dict/danneil.json
bretaol	bretål	bretål	ADV	0.78125	dict/danneil.json
Brill'	bril	bril	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brill'	bril	bril	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brill'	bril	bril	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brill'nverköper	brilenferkÖper	brilen+fer-kÖper	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brill'nverköper	brilenferkÖper	brilen+fer-kÖper	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brill'nverköper	brilenferkÖper	brilen+fer-kÖper	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brinksitt'r	brinksiter	brink+siter	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brinksitt'r	brinksiter	brink+siter	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brinksitt'r	brinksiter	brink+siter	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Britsch	britS	britS	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Britsch	britS	britS	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Britsch	britS	britS	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
brodern	brodern	brodern?	VERB.Inf	1.0	dict/danneil.json
brodern	brodern	brodern?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brockfellig	brokfelig	brok+felig	ADJ.Pos.Pred	1.0	dict/danneil.json
brockfellig	brokfelig	brok+felig	ADV	0.78125	dict/danneil.json
Brockwid	brokwId	brok+wId	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brockwid	brokwId	brok+wId	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brockwid	brokwId	brok+wId	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brok	brok	brok?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Brok	brok	brok?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Brok	brok	brok?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Brok	brok	brok?	NOUN.Sg.Acc	1.0	dict/danneil.json
Brok	brok	brok?	NOUN.Sg.Dat	1.0	dict/danneil.json
Brok	brok	brok?	NOUN.Sg.Nom	1.0	dict/danneil.json
Brumbass	brumbas	brum+bas	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brumbass	brumbas	brum+bas	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brumbass	brumbas	brum+bas	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brambärn	brumbÄrn	brum+bÄrn?	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Brambärn	brumbÄrn	brum+bÄrn?	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Brambärn	brumbÄrn	brum+bÄrn?	NOUN.Pl.Nom	1.0	dict/danneil.json
Brummküsel	brumkÜsel	brum+kÜsel	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brummküsel	brumkÜsel	brum+kÜsel	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brummküsel	brumkÜsel	brum+kÜsel	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brummkaot'r	brumkåter	brum+kåter	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brummkaot'r	brumkåter	brum+kåter	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brummkaot'r	brumkåter	brum+kåter	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brummsupp	brumsup	brum+sup	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brummsupp	brumsup	brum+sup	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brummsupp	brumsup	brum+sup	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brummelbär	brumelbÄr	brumel+bÄr	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brummelbär	brumelbÄr	brumel+bÄr	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brummelbär	brumelbÄr	brumel+bÄr	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
brummeln	brumeln	brumeln	VERB.Inf	1.0	dict/danneil.json
brummeln	brumeln	brumeln	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brumm'	brumen	brumen	VERB.Inf	1.0	dict/danneil.json
brumm'	brumen	brumen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brumm'	brumen	brumen	VERB.Inf	1.0	dict/danneil.json
brumm'	brumen	brumen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brummer	brumer	brumer	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brummer	brumer	brumer	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brummer	brumer	brumer	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brust	brust	brust	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brust	brust	brust	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brust	brust	brust	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
bruch'n	bruxen	bruxen?	VERB.Inf	1.0	dict/danneil.json
bruch'n	bruxen	bruxen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brag'n	brÄgen	brÄgen	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Bräg'n	brÄgen	brÄgen	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Brag'n	brÄgen	brÄgen	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Bräg'n	brÄgen	brÄgen	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Brag'n	brÄgen	brÄgen	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Bräg'n	brÄgen	brÄgen	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Brämpann'	brÄmpan	brÄm+pan	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brämpann'	brÄmpan	brÄm+pan	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brämpann'	brÄmpan	brÄm+pan	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Brämwost	brÄmwost	brÄm+wost	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Brämwost	brÄmwost	brÄm+wost	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Brämwost	brÄmwost	brÄm+wost	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Bräm	brÄm	brÄm	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Bräm	brÄm	brÄm	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Bräm	brÄm	brÄm	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
bröd'n	brÖden	brÖden	VERB.Inf	1.0	dict/danneil.json
bröd'n	brÖden	brÖden	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Sg.Acc	1.0	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Sg.Dat	1.0	dict/danneil.json
Brök	brÖk	brÖk?	NOUN.Sg.Nom	1.0	dict/danneil.json
brü	brÜden	brÜden?	VERB.Inf	1.0	dict/danneil.json
brüd'n	brÜden	brÜden?	VERB.Inf	1.0	dict/danneil.json
brü	brÜden	brÜden?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
brüd'n	brÜden	brÜden?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Brüjam	brÜjam	brÜjam	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüjarn	brÜjam	brÜjam	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüjam	brÜjam	brÜjam	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüjarn	brÜjam	brÜjam	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüjam	brÜjam	brÜjam	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brüjarn	brÜjam	brÜjam	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Brüm	brÜm	brÜm	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Brüm	brÜm	brÜm	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Brüm	brÜm	brÜm	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Sg.Acc	1.0	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Sg.Acc	1.0	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Sg.Dat	1.0	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Sg.Dat	1.0	dict/danneil.json
Braodschaonen	brådSåpen	bråd+Såpen	NOUN.Sg.Nom	1.0	dict/danneil.json
Braodschaop'n	brådSåpen	bråd+Såpen	NOUN.Sg.Nom	1.0	dict/danneil.json
Braodbärn	brådbÄrn	bråd+bÄrn	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Braodbärn	brådbÄrn	bråd+bÄrn	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Braodbärn	brådbÄrn	bråd+bÄrn	NOUN.Pl.Nom	1.0	dict/danneil.json
