uns'	uns	DET	DET.1.Poss.Pl.Fem.Acc	1.0	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
schriftlich	Sriftlix	Sriftlix	ADV	0.6965174129353234	dict/vocab.json
schubben	Suben	Suben	VERB.Inf	1.0	dict/vocab.json
schubben	Suben	Suben	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
schulig	Sulig	Sulix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
schulig	Sulig	Sulix	ADV	0.6965174129353234	dict/vocab.json
Schwed'	SwEd	SwEd	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Schwed'	SwEd	SwEd	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Schwed'	SwEd	SwEd	NOUN.Masc.Nom	1.0	dict/vocab.json
Schweden	SwEden	SwEden	PROPN.Pl_en.Acc	1.0	dict/vocab.json
Schweden	SwEden	SwEden	PROPN.Pl_en.Dat	1.0	dict/vocab.json
Schweden	SwEden	SwEden	PROPN.Pl_en.Gen.arch	1.0	dict/vocab.json
Schweden	SwEden	SwEden	PROPN.Pl_en.Nom	1.0	dict/vocab.json
schweeg	SwEg	SwIgen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
schweeg	SwEg	SwIgen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Schwien	SwIn	SwIn	NOUN.Neut.Acc	1.0	dict/vocab.json
Schwien	SwIn	SwIn	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Schwien	SwIn	SwIn	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
schwack	Swak	Swak	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
schwack	Swak	Swak	ADV	0.6965174129353234	dict/vocab.json
schwart	Swart	Swart	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
schwarte	Swarte	Swart	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
schwarten	Swarten	Swart	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
schwarte	Swarte	Swart	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
schwart	Swart	Swart	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
schwart	Swart	Swart	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
schwarten	Swarten	Swart	ADJ.Pos.Pl.Acc.wk	0.9615384615384616	dict/vocab.json
schwarten	Swarten	Swart	ADJ.Pos.Pl.Nom.wk	0.9615384615384616	dict/vocab.json
schwart	Swart	Swart	ADV	0.6965174129353234	dict/vocab.json
schwemmt	Swemt	Swemen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
schwemmt	Swemt	Swemen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
schwemmt	Swemt	Swemen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
schwemmt	Swemt	Swemen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
schwemm	Swem	Swemen	VERB.Inf	1.0	dict/vocab.json
schwummen	Swumen	Swemen	VERB.PPast.wk	1.0	dict/vocab.json
schwemm	Swem	Swemen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
schwummen	Swumen	Swemen	VERB._.Pl.Ind.Prt.wk	1.0	dict/vocab.json
geschwenkt	geSwenkt	Swenken	VERB.PPast.wk	1.0	dict/vocab.json
schwull	Swul	SwÄlen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
schwull	Swul	SwÄlen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Fem.Nom.hd	0.9253731343283582	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Masc.Nom.hd	0.9253731343283582	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Neut.Acc.wk.hd	0.9054726368159204	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Neut.Nom.wk.hd	0.9104477611940298	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Pl.Acc.wk.hd	0.9054726368159204	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADJ.Pos.Pl.Nom.wk.hd	0.9054726368159204	dict/vocab.json
schämlich	SÄmlIx	SÄmlix	ADV.hd	0.6965174129353234	dict/vocab.json
Schölers	SÖlers	SÖler	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Schölers	SÖlers	SÖler	NOUN.Pl_s.Acc	1.0	dict/vocab.json
Schölers	SÖlers	SÖler	NOUN.Pl_s.Nom	1.0	dict/vocab.json
schün	SÜn	SÜn	VERB.Inf	1.0	dict/vocab.json
schün	SÜn	SÜn	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
schoaden	Såden	Såden	VERB.Inf	1.0	dict/vocab.json
schoaden	Såden	Såden	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Schoalen	Sålen	Sål	NOUN.Pl_en.Acc	0.9615384615384616	dict/vocab.json
Schoalen	Sålen	Sål	NOUN.Pl_en.Dat	0.6538461538461539	dict/vocab.json
Schoalen	Sålen	Sål	NOUN.Pl_en.Nom	1.0	dict/vocab.json
Schoar	Sår	Sår	NOUN.Fem.Acc	0.9782608695652174	dict/vocab.json
Schoar	Sår	Sår	NOUN.Fem.Dat	0.967391304347826	dict/vocab.json
Schoar	Sår	Sår	NOUN.Fem.Nom	1.0	dict/vocab.json
Uhlenspeegel	UlenspEgel	Ulen+SpEgel	PROPN.Masc.Acc	1.0	dict/vocab.json
Uhlenspeegel	UlenspEgel	Ulen+SpEgel	PROPN.Masc.Dat	1.0	dict/vocab.json
Uhlenspeegel	UlenspEgel	Ulen+SpEgel	PROPN.Masc.Nom	1.0	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
adrett	adret	adret	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
adrett	adret	adret	ADV	0.6965174129353234	dict/vocab.json
afgeschnappst	afgeSnapst	af+Snapsen	VERB.PPast.wk	1.0	dict/vocab.json
afgeburret	afgeburet	af+buren	VERB.PPast.wk	1.0	dict/vocab.json
afgedeckt	afgedekt	af+deken	VERB.PPast.wk	1.0	dict/vocab.json
Afgang	afgang	af+gang	NOUN.Masc.Acc	1.0	dict/vocab.json
Afgang	afgang	af+gang	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Afgang	afgang	af+gang	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
afgekehlt	afgekElt	af+kElen	VERB.PPast.wk	1.0	dict/vocab.json
afkriegen	afkrIgen	af+krIgen	VERB.Inf	1.0	dict/vocab.json
afkriegen	afkrIgen	af+krIgen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
afmaracht	afmaraxt	af+maraxen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
afmaracht	afmaraxt	af+maraxen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
afmaracht	afmaraxt	af+maraxen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
afmaracht	afmaraxt	af+maraxen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
afmaracht	afmaraxt	af+maraxen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
afgepackt	afgepakt	af+paken	VERB.PPast.wk	1.0	dict/vocab.json
att	af	af	ADP	1.0	dict/vocab.json
Afschied	afSId	afSId	NOUN.Masc.Acc	1.0	dict/vocab.json
Afschied	afSId	afSId	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Afschied	afSId	afSId	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
afsunnerlich	afsunerlix	afsunerlix	ADV	1.0	dict/vocab.json
Ackerland	akerland	aker+land	NOUN.Neut.Acc	1.0	dict/vocab.json
Ackerland	akerland	aker+land	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Ackerland	akerland	aker+land	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Acker	aker	aker	NOUN.Masc.Acc	1.0	dict/vocab.json
Acker	aker	aker	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Acker	aker	aker	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Ackersmann	akersman	akers+man	NOUN.Masc.Acc	1.0	dict/vocab.json
Ackersmann	akersman	akers+man	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Ackersmann	akersman	akers+man	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
alldägliche	aldÄglixe	al+dÄglix	ADJ.Pos.Fem.Nom	1.0	dict/vocab.json
alldägliche	aldÄglixe	al+dÄglix	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
alldäglich	aldÄglix	al+dÄglix	ADV	0.6965174129353234	dict/vocab.json
allendlich	alendlox	al+endlix	ADV	1.0	dict/vocab.json
also	alsO	al+sO	ADV	1.0	dict/vocab.json
allto	altO	al+tO	ADV	1.0	dict/vocab.json
aller	aler	al	DET.Gen.Masc.Sg.Tot	1.0	dict/vocab.json
aller	aler	al	DET.Tot.Gen.Sg.Fem.arch	1.0	dict/vocab.json
alln	alen	al	PRON.Tot.Dat.Pl	1.0	dict/vocab.json
allebott	alebot	alebot	ADV	1.0	dict/vocab.json
Amtmann	amtman	amt+man	NOUN.Masc.Acc	1.0	dict/vocab.json
Amtmann	amtman	amt+man	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Amtmanns	amtmans	amt+man	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Amtmann	amtman	amt+man	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Amt	amt	amt	NOUN.Neut.Acc	1.0	dict/vocab.json
Amt	amt	amt	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Amt	amt	amt	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Anfang	anfang	an+fang	NOUN.Masc.Acc	1.0	dict/vocab.json
Anfang	anfang	an+fang	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Anfang	anfang	an+fang	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
ankamm	ankam	an+kümen?	VERB.1.Sg.Ind.Prt.wk	1.0	dict/vocab.json
ankamm	ankam	an+kümen?	VERB.3.Sg.Ind.Prs	0.5	dict/vocab.json
ankamm	ankam	an+kümen?	VERB.3.Sg.Ind.Prt.wk	0.9798387096774194	dict/vocab.json
angeputscht	angeputSt	an+putSen	VERB.PPast.wk	1.0	dict/vocab.json
angericht	angerixt	an+rixten	VERB.PPast.wk	1.0	dict/vocab.json
angespunn'n	angespunen	an+spinen	VERB.PPast.wk	1.0	dict/vocab.json
angestimmt	angestimt	an+stimen	VERB.PPast.wk	1.0	dict/vocab.json
antrecken	antreken	an+treken	VERB.Inf	1.0	dict/vocab.json
antrecken	antreken	an+treken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
anfangs	anfangs	anfangs	ADV	1.0	dict/vocab.json
angedenklich	angedenklix	angedenklix	ADV	1.0	dict/vocab.json
Angst	angst	angst	NOUN.Fem.Acc	1.0	dict/vocab.json
Angst	angst	angst	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Angst	angst	angst	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Appel	apel	apel	NOUN.Masc.Acc	1.0	dict/vocab.json
Appel	apel	apel	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Appel	apel	apel	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Aptheker	aptEker	aptEker	NOUN.Masc.Acc	1.0	dict/vocab.json
Aptheker	aptEker	aptEker	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Aptheker	aptEker	aptEker	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Aptyt	aptIt	aptIt	NOUN.Masc.Acc	1.0	dict/vocab.json
Aptyt	aptIt	aptIt	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Aptyt	aptIt	aptIt	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Arbeit	arbeit	arbeid	NOUN.Fem.Acc	1.0	dict/vocab.json
Arbeit	arbeit	arbeid	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Arbeit	arbeit	arbeid	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
arme	arme	arm	ADJ.Fem.Nom	1.0	dict/vocab.json
armen	armen	arm	ADJ.Pl.Acc	1.0	dict/vocab.json
armet	armet	arm	ADJ.Pos.Fem.Acc.reg.st	0.91	dict/vocab.json
armet	armet	arm	ADJ.Pos.Fem.Nom.reg.st	0.92	dict/vocab.json
armen	armen	arm	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
arme	arme	arm	ADJ.Pos.Masc.Nom.arch	0.9868421052631579	dict/vocab.json
armet	armet	arm	ADJ.Pos.Neut.Acc.wk	1.0	dict/vocab.json
armet	armet	arm	ADJ.Pos.Neut.Nom.wk.reg.st	0.975	dict/vocab.json
armen	armen	arm	ADJ.Pos.Pl.Acc.wk	1.0	dict/vocab.json
armen	armen	arm	ADJ.Pos.Pl.Nom.wk	1.0	dict/vocab.json
armet	armet	arm	ADV.reg.st	0.645	dict/vocab.json
Armen	armen	arm	NOUN.Masc.Acc	1.0	dict/vocab.json
Arm	arm	arm	NOUN.Masc.Acc	1.0	dict/vocab.json
Arm	arm	arm	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Arm	arm	arm	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Armoth	armOt	armOt	NOUN.Fem.Acc	1.0	dict/vocab.json
Armoth	armOt	armOt	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Armoth	armOt	armOt	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Astlock	astlok	ast+lok	NOUN.Neut.Acc	1.0	dict/vocab.json
Astlock	astlok	ast+lok	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Astlock	astlok	ast+lok	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Ast	ast	ast	NOUN.Masc.Acc	1.0	dict/vocab.json
Ast	ast	ast	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Ast	ast	ast	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Athen	atEn	atEn	PROPN.Neut.Acc	1.0	dict/vocab.json
Athen	atEn	atEn	PROPN.Neut.Dat	1.0	dict/vocab.json
Athen	atEn	atEn	PROPN.Neut.Nom	1.0	dict/vocab.json
Au	au	au	NOUN.Fem.Acc	1.0	dict/vocab.json
Au	au	au	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Au	au	au	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
August	august	august	PROPN.Masc.Acc	1.0	dict/vocab.json
August	august	august	PROPN.Masc.Dat	1.0	dict/vocab.json
August	august	august	PROPN.Masc.Nom	1.0	dict/vocab.json
Avisen	avIsen	avIs	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Avisen	avIsen	avIs	NOUN.Pl_en.Dat.hd	0.6666666666666666	dict/vocab.json
Avisen	avIsen	avIs	NOUN.Pl_en.Nom.hd	0.9259259259259259	dict/vocab.json
Ach	ax	ax	INTJ	1.0	dict/vocab.json
ach	ax	ax	INTJ	1.0	dict/vocab.json
achtig	axtig	axtig	NUM	1.0	dict/vocab.json
Bystand	bIstand	bI+stand	NOUN.Masc.Acc	1.0	dict/vocab.json
Bystand	bIstand	bI+stand	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bystand	bIstand	bI+stand	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Bibel	bIbel	bIbel	NOUN.Fem.Acc	1.0	dict/vocab.json
Bibel	bIbel	bIbel	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Bibel	bIbel	bIbel	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
byspöllig	bIspölig	bIspölix	ADV	0.6965174129353234	dict/vocab.json
bitt	bit	bIten	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
bitt	bit	bIten	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
bitt	bit	bIten	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
bitt	bit	bIten	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
bitt	bit	bIten	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
buen	bUen	bUen	VERB.Inf	1.0	dict/vocab.json
buen	bUen	bUen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Buuk	bUk	bUk	NOUN.Masc.Acc	1.0	dict/vocab.json
Buuk	bUk	bUk	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Buuk	bUk	bUk	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Bu'r	bUr	bUr	NOUN.Masc.Acc	1.0	dict/vocab.json
Bur	bUr	bUr	NOUN.Masc.Acc	1.0	dict/vocab.json
Buren	bUren	bUr	NOUN.Masc.Acc	1.0	dict/vocab.json
Bu'r	bUr	bUr	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bur	bUr	bUr	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Buren	bUren	bUr	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bu'r	bUr	bUr	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Bur	bUr	bUr	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Buren	bUren	bUr	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Bu'rsmann	bUrsman	bUrs+man	NOUN.Masc.Acc	1.0	dict/vocab.json
Bu'rsmann	bUrsman	bUrs+man	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bu'rsmann	bUrsman	bUrs+man	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Backen	baken	bak	NOUN.Pl.Acc	1.0	dict/vocab.json
Backen	baken	bak	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Backen	baken	bak	NOUN.Pl.Nom	0.9047619047619048	dict/vocab.json
balgen	balgen	balgen	VERB.Inf	1.0	dict/vocab.json
balgen	balgen	balgen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Balken	balken	Balken	NOUN.Masc.Acc	1.0	dict/vocab.json
Balken	balken	Balken	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Balken	balken	Balken	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Bann	ban	ban	NOUN.Masc.Acc	1.0	dict/vocab.json
Bann	ban	ban	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bann	ban	ban	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
beschmärt	beSmÄrt	be-SmEren?	VERB.PPast.wk	1.0	dict/vocab.json
beschwögen	beSwÖgen	be-SwÖgen	VERB.Inf	1.0	dict/vocab.json
beschwögen	beSwÖgen	be-SwÖgen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
bedenken	bedenken	be-denken	VERB.Inf	1.0	dict/vocab.json
bedenken	bedenken	be-denken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
befoahlen	befålen	be-fElen	VERB.PPast.wk	1.0	dict/vocab.json
beholl	behol	be-holen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
beholl	behol	be-holen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
behollen	beholen	be-holen	VERB.Inf	1.0	dict/vocab.json
behollen	beholen	be-holen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
bekieken	bekIken	be-kIken	VERB.Inf	1.0	dict/vocab.json
bekieken	bekIken	be-kIken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
belacht	belaxt	be-laxen	VERB.PPast.wk	1.0	dict/vocab.json
benömt	benœmt	be-nœmen?	VERB.PPast.wk	1.0	dict/vocab.json
bepackt	bepakt	be-paken	VERB.PPast.wk	1.0	dict/vocab.json
beplückt	beplükt	be-plüken	VERB.PPast.wk	1.0	dict/vocab.json
besehn	besEn	be-sEn	VERB.Inf	1.0	dict/vocab.json
besehn	besEn	be-sEn	VERB.PPast.wk	1.0	dict/vocab.json
besehn	besEn	be-sEn	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
besinn	besinen	be-sinen	VERB.Inf	1.0	dict/vocab.json
besinnen	besinen	be-sinen	VERB.Inf	1.0	dict/vocab.json
besinn	besinen	be-sinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
besinnen	besinen	be-sinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
bestellt	bestelt	be-stelen	VERB.PPast.wk	1.0	dict/vocab.json
besöken	besÖken	be-sÖken	VERB.Inf	1.0	dict/vocab.json
besöken	besÖken	be-sÖken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
betoaln	betåln	be-tålen	VERB.Inf	1.0	dict/vocab.json
betoalt	betålt	be-tålen	VERB.PPast.wk	1.0	dict/vocab.json
betoaln	betåln	be-tålen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
beögt	beÖgt	be-Ögen	VERB.PPast.wk	1.0	dict/vocab.json
Bedde	bede	bed	NOUN.Neut.Acc.arch	0.9658119658119658	dict/vocab.json
Bedde	bede	bed	NOUN.Neut.Dat	1.0	dict/vocab.json
Bedde	bede	bed	NOUN.Neut.Nom.arch	0.9743589743589743	dict/vocab.json
bedächtig	bedextig	bedechtig	ADV	1.0	dict/vocab.json
Becken	beken	beken	NOUN.Neut.Acc	1.0	dict/vocab.json
Becken	beken	beken	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Becken	beken	beken	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Bärm	berm	berm?	NOUN.Masc.Acc	1.0	dict/vocab.json
Bärm	berm	berm?	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Bärm	berm	berm?	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
best	best	best	ADJ.Spv.Fem.Acc	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Fem.Nom.arch	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Masc.Nom.emph	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Neut.Acc.wk	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Neut.Nom.wk	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Pl.Acc.st	1.0	dict/vocab.json
best	best	best	ADJ.Spv.Pl.Nom.st	1.0	dict/vocab.json
best	best	best	ADV.Spv	0.5	dict/vocab.json
bestimmt	bestimt	bestimt	ADV	1.0	dict/vocab.json
bät	bet	bet	SCONJ	1.0	dict/vocab.json
bidde	bide	bide	INTJ	1.0	dict/vocab.json
bidd	bid	biden	VERB.1.Sg.Ind.Prs	0.8134328358208955	dict/vocab.json
bidd	bid	biden	VERB.2.Sg.Imp	1.0	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
billig	bilig	bilix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
billig	bilig	bilix	ADV	0.6965174129353234	dict/vocab.json
bim	bim	bim	INTJ	1.0	dict/vocab.json
gebunnen	gebunen	binen	VERB.PPast.wk	1.0	dict/vocab.json
