!	!	!	PUNCT	preanno
beduurt	bE'dUrt	be-dUren	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beed'	bEd'	bEden	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beed'	bEd'	bEden	VERB.3.Sg.Ind.Prs	0.5	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beed'	bEd'	bEden	VERB.3.Sg.Ind.Prt.wk	0.979838709677419	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beede	bE'de	bEd	DET.Quant.Pl.Dat
beede	bE'de	bEd	DET.Quant.Pl.Nom
beede	bE'de	bEd	DET.Quant.Pl.Acc
beeden	bE'den	bEden	VERB.Inf	1	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beeden	bE'den	bEden	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beeden	bE'den	beid	NUM.Def.Nom.Pl	1	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beeden	bE'den	biden	VERB.PPast.wk	1	dict/vocab.json	full_forms/jung-1855-gedichte.from_dict.tsv
beed'n	bE'den	bEden	VERB.Inf	"bieten"
Been	bEn	bEn	NOUN.Neut.Acc.Sg	"Bein"
Been'	bEn	bEn	NOUN.Neut.Pl.Acc
Been'	bEn	bEn	NOUN.Neut.Pl.Nom
Been'	bEn	bEn	NOUN.Neut.Pl.Dat
Beene	bE'ne	bEn	NOUN.Neut.Pl_e.Acc
Beene	bE'ne	bEn	NOUN.Neut.Pl_e.Dat
Beer	bEr	bEr	NOUN.Neut.Nom.Sg	"Bier"
Beer'n	bE'ren	bEr	PROPN.Fam.Masc.Nom.Sg
Beest	bEst	bEst	NOUN.Neut.Nom.Sg
